Data,Any,Mes,Estació,Subregió,Període,NAO,Fase NAO,Anomalia precipitació mensual (mm),Precipitació mensual (mm),Es hivern
2018-04,2018,4,Primavera,Catalunya-Balears,2011-2020,2.37,Positiva,11.576127916574478,61.73541784286499,False
2018-05,2018,5,Primavera,Catalunya-Balears,2011-2020,2.01,Positiva,20.56649329736829,65.2341136932373,False
2019-03,2019,3,Primavera,Catalunya-Balears,2011-2020,2.39,Positiva,-33.085591888055205,9.718355476856232,False
2019-04,2019,4,Primavera,Catalunya-Balears,2011-2020,1.7,Positiva,-4.962090343236923,45.19719958305359,False
2019-05,2019,5,Primavera,Catalunya-Balears,2011-2020,2.05,Positiva,-7.846949671953915,36.8206707239151,False
1982-03,1982,3,Primavera,Golf del Lleó,1981-1990,1.66,Positiva,-4.151376110687849,64.87978291511536,False
1982-05,1982,5,Primavera,Golf del Lleó,1981-1990,1.1,Positiva,-41.10114747136831,47.56691324710846,False
1983-03,1983,3,Primavera,Golf del Lleó,1981-1990,1.79,Positiva,5.306885379180315,74.33804440498352,False
1986-03,1986,3,Primavera,Golf del Lleó,1981-1990,2.86,Positiva,-8.37885914482176,60.652299880981445,False
1986-05,1986,5,Primavera,Golf del Lleó,1981-1990,2.16,Positiva,-25.48483198732137,63.1832287311554,False
1987-04,1987,4,Primavera,Golf del Lleó,1981-1990,2.59,Positiva,-8.197517439723015,83.9869236946106,False
1988-03,1988,3,Primavera,Golf del Lleó,1981-1990,0.78,Positiva,24.723644393309957,93.75480341911316,False
1989-03,1989,3,Primavera,Golf del Lleó,1981-1990,2.45,Positiva,-35.38790581859648,33.643253207206726,False
1989-05,1989,5,Primavera,Golf del Lleó,1981-1990,1.16,Positiva,-59.13450240939855,29.533558309078217,False
1990-03,1990,3,Primavera,Golf del Lleó,1981-1990,3.11,Positiva,-40.81874875463545,28.212410271167755,False
1990-04,1990,4,Primavera,Golf del Lleó,1981-1990,1.77,Positiva,0.7040333300828934,92.8884744644165,False
1991-04,1991,4,Primavera,Golf del Lleó,1991-2000,1.48,Positiva,-24.588303610682487,67.59613752365112,False
1992-03,1992,3,Primavera,Golf del Lleó,1991-2000,1.66,Positiva,-6.920996529236433,62.11016249656677,False
1992-04,1992,4,Primavera,Golf del Lleó,1991-2000,1.32,Positiva,-33.77990846335888,58.40453267097473,False
1992-05,1992,5,Primavera,Golf del Lleó,1991-2000,0.79,Positiva,11.262317003309732,99.9303777217865,False
1993-03,1993,3,Primavera,Golf del Lleó,1991-2000,1.47,Positiva,-21.85905693210661,47.172102093696594,False
1993-04,1993,4,Primavera,Golf del Lleó,1991-2000,0.83,Positiva,80.03430600464344,172.21874713897705,False
1994-03,1994,3,Primavera,Golf del Lleó,1991-2000,3.68,Positiva,-53.52324883379042,15.507910192012789,False
1994-04,1994,4,Primavera,Golf del Lleó,1991-2000,1.38,Positiva,20.02669568359852,112.21113681793211,False
1995-03,1995,3,Primavera,Golf del Lleó,1991-2000,1.06,Positiva,-22.02330289520323,47.007856130599976,False
1997-03,1997,3,Primavera,Golf del Lleó,1991-2000,2.09,Positiva,-62.57246276475489,6.458696261048317,False
1998-03,1998,3,Primavera,Golf del Lleó,1991-2000,1.24,Positiva,-42.917316598072645,26.11384242773056,False
1999-05,1999,5,Primavera,Golf del Lleó,1991-2000,1.03,Positiva,42.19584995657206,130.86391067504883,False
2000-03,2000,3,Primavera,Golf del Lleó,1991-2000,0.54,Positiva,-7.684029800072309,61.347129225730896,False
2001-04,2001,4,Primavera,Golf del Lleó,2001-2010,1.24,Positiva,-21.513540789484978,70.67090034484863,False
2002-04,2002,4,Primavera,Golf del Lleó,2001-2010,0.91,Positiva,-28.66367344558239,63.52076768875122,False
2003-03,2003,3,Primavera,Golf del Lleó,2001-2010,1.08,Positiva,-42.0025558296591,27.028603196144104,False
2003-05,2003,5,Primavera,Golf del Lleó,2001-2010,1.17,Positiva,-38.70474916547536,49.96331155300141,False
2004-03,2004,3,Primavera,Golf del Lleó,2001-2010,1.07,Positiva,-6.964477640762922,62.06668138504028,False
2004-04,2004,4,Primavera,Golf del Lleó,2001-2010,1.08,Positiva,17.049715474247932,109.23415660858154,False
2005-04,2005,4,Primavera,Golf del Lleó,2001-2010,0.71,Positiva,-4.565084025263786,87.61935710906982,False
2006-04,2006,4,Primavera,Golf del Lleó,2001-2010,0.57,Positiva,-52.4961483925581,39.68829274177551,False
2007-03,2007,3,Primavera,Golf del Lleó,2001-2010,2.03,Positiva,-15.623730284348127,53.40742874145508,False
2007-05,2007,5,Primavera,Golf del Lleó,2001-2010,0.62,Positiva,42.30315214544535,130.97121286392212,False
2009-04,2009,4,Primavera,Golf del Lleó,2001-2010,1.74,Positiva,58.79975076019764,150.98419189453125,False
2009-05,2009,5,Primavera,Golf del Lleó,2001-2010,1.52,Positiva,-37.13269966691732,51.53536105155945,False
2011-04,2011,4,Primavera,Golf del Lleó,2011-2020,2.39,Positiva,-62.237856432795525,29.94658470153809,False
2011-05,2011,5,Primavera,Golf del Lleó,2011-2020,1.08,Positiva,-49.12751084417104,39.540549874305725,False
2012-03,2012,3,Primavera,Golf del Lleó,2011-2020,1.78,Positiva,-41.62182263769209,27.409336388111115,False
2013-05,2013,5,Primavera,Golf del Lleó,2011-2020,1.23,Positiva,47.9847579613328,136.65281867980957,False
2014-03,2014,3,Primavera,Golf del Lleó,2011-2020,1.64,Positiva,-24.99376938976347,44.03738963603973,False
2014-04,2014,4,Primavera,Golf del Lleó,2011-2020,0.84,Positiva,-41.61245588958264,50.57198524475098,False
2015-03,2015,3,Primavera,Golf del Lleó,2011-2020,1.99,Positiva,7.795256989821794,76.826416015625,False
2015-04,2015,4,Primavera,Golf del Lleó,2011-2020,1.03,Positiva,-15.97314839065075,76.21129274368286,False
2015-05,2015,5,Primavera,Golf del Lleó,2011-2020,2.09,Positiva,-54.40772014707326,34.2603405714035,False
2017-03,2017,3,Primavera,Golf del Lleó,2011-2020,1.05,Positiva,29.84665502868593,98.87781405448914,False
2017-04,2017,4,Primavera,Golf del Lleó,2011-2020,1.5,Positiva,-38.78594402968884,53.398497104644775,False
2018-04,2018,4,Primavera,Golf del Lleó,2011-2020,2.37,Positiva,20.64129348099232,112.82573461532591,False
2018-05,2018,5,Primavera,Golf del Lleó,2011-2020,2.01,Positiva,56.52513414770365,145.19319486618042,False
2019-03,2019,3,Primavera,Golf del Lleó,2011-2020,2.39,Positiva,-41.65404544509947,27.377113580703732,False
2019-04,2019,4,Primavera,Golf del Lleó,2011-2020,1.7,Positiva,19.09391637146473,111.27835750579834,False
2019-05,2019,5,Primavera,Golf del Lleó,2011-2020,2.05,Positiva,-24.996488033235067,63.6715726852417,False
1982-03,1982,3,Primavera,Llevant Ibèric,1981-1990,1.66,Positiva,3.036590946465729,38.88120090961456,False
1982-05,1982,5,Primavera,Llevant Ibèric,1981-1990,1.1,Positiva,10.829139709472656,46.14543640613556,False
1983-03,1983,3,Primavera,Llevant Ibèric,1981-1990,1.79,Positiva,-22.333764570206405,13.510845392942429,False
1986-03,1986,3,Primavera,Llevant Ibèric,1981-1990,2.86,Positiva,1.0777347214519963,36.92234468460083,False
1986-05,1986,5,Primavera,Llevant Ibèric,1981-1990,2.16,Positiva,-13.315659880638124,22.00063681602478,False
1987-04,1987,4,Primavera,Llevant Ibèric,1981-1990,2.59,Positiva,-26.15675915032625,14.196697175502775,False
1988-03,1988,3,Primavera,Llevant Ibèric,1981-1990,0.78,Positiva,-24.431811349838974,11.41279861330986,False
1989-03,1989,3,Primavera,Llevant Ibèric,1981-1990,2.45,Positiva,43.45950509384274,79.30411505699158,False
1989-05,1989,5,Primavera,Llevant Ibèric,1981-1990,1.16,Positiva,3.268984317779541,38.58528101444245,False
1990-03,1990,3,Primavera,Llevant Ibèric,1981-1990,3.11,Positiva,3.601276291161774,39.44588625431061,False
1990-04,1990,4,Primavera,Llevant Ibèric,1981-1990,1.77,Positiva,23.079120330512524,63.43257665634155,False
1991-04,1991,4,Primavera,Llevant Ibèric,1991-2000,1.48,Positiva,-8.726968355476856,31.626487970352173,False
1992-03,1992,3,Primavera,Llevant Ibèric,1991-2000,1.66,Positiva,2.324511063843964,38.1691210269928,False
1992-04,1992,4,Primavera,Llevant Ibèric,1991-2000,1.32,Positiva,-20.88864404708147,19.46481227874756,False
1992-05,1992,5,Primavera,Llevant Ibèric,1991-2000,0.79,Positiva,20.698668360710144,56.01496505737305,False
1993-03,1993,3,Primavera,Llevant Ibèric,1991-2000,1.47,Positiva,-0.9579285256564632,34.88668143749237,False
1993-04,1993,4,Primavera,Llevant Ibèric,1991-2000,0.83,Positiva,-9.916005916893482,30.437450408935547,False
1994-03,1994,3,Primavera,Llevant Ibèric,1991-2000,3.68,Positiva,-27.5200373403728,8.324572622776031,False
1994-04,1994,4,Primavera,Llevant Ibèric,1991-2000,1.38,Positiva,0.6697825714945793,41.02323889732361,False
1995-03,1995,3,Primavera,Llevant Ibèric,1991-2000,1.06,Positiva,0.8740431196987615,36.7186530828476,False
1997-03,1997,3,Primavera,Llevant Ibèric,1991-2000,2.09,Positiva,-26.54824780151248,9.296362161636353,False
1998-03,1998,3,Primavera,Llevant Ibèric,1991-2000,1.24,Positiva,-24.11806626841426,11.726543694734572,False
1999-05,1999,5,Primavera,Llevant Ibèric,1991-2000,1.03,Positiva,-22.40719684958458,12.909099847078323,False
2000-03,2000,3,Primavera,Llevant Ibèric,1991-2000,0.54,Positiva,-19.104509519785644,16.74010044336319,False
2001-04,2001,4,Primavera,Llevant Ibèric,2001-2010,1.24,Positiva,-16.070625968277454,24.28283035755157,False
2002-04,2002,4,Primavera,Llevant Ibèric,2001-2010,0.91,Positiva,35.12005727738142,75.47351360321045,False
2003-03,2003,3,Primavera,Llevant Ibèric,2001-2010,1.08,Positiva,-13.037966894358398,22.80664306879044,False
2003-05,2003,5,Primavera,Llevant Ibèric,2001-2010,1.17,Positiva,15.5375794172287,50.8538761138916,False
2004-03,2004,3,Primavera,Llevant Ibèric,2001-2010,1.07,Positiva,35.367901576310395,71.21251153945923,False
2004-04,2004,4,Primavera,Llevant Ibèric,2001-2010,1.08,Positiva,33.88475339859724,74.23820972442627,False
2005-04,2005,4,Primavera,Llevant Ibèric,2001-2010,0.71,Positiva,-25.845469124615192,14.507987201213837,False
2006-04,2006,4,Primavera,Llevant Ibèric,2001-2010,0.57,Positiva,-10.20429689437151,30.14915943145752,False
2007-03,2007,3,Primavera,Llevant Ibèric,2001-2010,2.03,Positiva,7.372721327096222,43.217331290245056,False
2007-05,2007,5,Primavera,Llevant Ibèric,2001-2010,0.62,Positiva,-11.993065059185028,23.323231637477875,False
2009-04,2009,4,Primavera,Llevant Ibèric,2001-2010,1.74,Positiva,-2.833532877266407,37.51992344856262,False
2009-05,2009,5,Primavera,Llevant Ibèric,2001-2010,1.52,Positiva,-24.80144900083542,10.514847695827484,False
2011-04,2011,4,Primavera,Llevant Ibèric,2011-2020,2.39,Positiva,13.012421540915966,53.365877866745,False
2011-05,2011,5,Primavera,Llevant Ibèric,2011-2020,1.08,Positiva,9.300866961479189,44.61716365814209,False
2012-03,2012,3,Primavera,Llevant Ibèric,2011-2020,1.78,Positiva,-4.888514208048584,30.95609575510025,False
2013-05,2013,5,Primavera,Llevant Ibèric,2011-2020,1.23,Positiva,-6.147333383560181,29.16896331310272,False
2014-03,2014,3,Primavera,Llevant Ibèric,2011-2020,1.64,Positiva,-16.96841030046344,18.876199662685394,False
2014-04,2014,4,Primavera,Llevant Ibèric,2011-2020,0.84,Positiva,-24.208525009453297,16.144931316375732,False
2015-03,2015,3,Primavera,Llevant Ibèric,2011-2020,1.99,Positiva,22.57875264957547,58.423362612724304,False
2015-04,2015,4,Primavera,Llevant Ibèric,2011-2020,1.03,Positiva,-21.38692695647478,18.966529369354248,False
2015-05,2015,5,Primavera,Llevant Ibèric,2011-2020,2.09,Positiva,-23.71536448597908,11.600932210683824,False
2017-03,2017,3,Primavera,Llevant Ibèric,2011-2020,1.05,Positiva,14.41600359752774,50.260613560676575,False
2017-04,2017,4,Primavera,Llevant Ibèric,2011-2020,1.5,Positiva,-21.582134552299976,18.771321773529053,False
2018-04,2018,4,Primavera,Llevant Ibèric,2011-2020,2.37,Positiva,1.1083773896098137,41.46183371543884,False
2018-05,2018,5,Primavera,Llevant Ibèric,2011-2020,2.01,Positiva,3.373943567276001,38.6902402639389,False
2019-03,2019,3,Primavera,Llevant Ibèric,2011-2020,2.39,Positiva,-14.1243350379169,21.720274925231934,False
2019-04,2019,4,Primavera,Llevant Ibèric,2011-2020,1.7,Positiva,48.66323869675398,89.01669502258301,False
2019-05,2019,5,Primavera,Llevant Ibèric,2011-2020,2.05,Positiva,-18.780314683914185,16.53598201274872,False
1982-03,1982,3,Primavera,Mediterrani central occidental,1981-1990,1.66,Positiva,-4.004913401603702,44.27060079574585,False
1982-05,1982,5,Primavera,Mediterrani central occidental,1981-1990,1.1,Positiva,-6.121008447930215,25.414489805698395,False
1983-03,1983,3,Primavera,Mediterrani central occidental,1981-1990,1.79,Positiva,15.633863139152524,63.90937733650208,False
1986-03,1986,3,Primavera,Mediterrani central occidental,1981-1990,2.86,Positiva,11.142843770980832,59.41835796833038,False
1986-05,1986,5,Primavera,Mediterrani central occidental,1981-1990,2.16,Positiva,-22.13290374688804,9.40259450674057,False
1987-04,1987,4,Primavera,Mediterrani central occidental,1981-1990,2.59,Positiva,-32.92370758205652,12.940174341201782,False
1988-03,1988,3,Primavera,Mediterrani central occidental,1981-1990,0.78,Positiva,-3.721576642990115,44.55393755435944,False
1989-03,1989,3,Primavera,Mediterrani central occidental,1981-1990,2.45,Positiva,-31.76591242551804,16.509601771831512,False
1989-05,1989,5,Primavera,Mediterrani central occidental,1981-1990,1.16,Positiva,-16.98694597892463,14.54855227470398,False
1990-03,1990,3,Primavera,Mediterrani central occidental,1981-1990,3.11,Positiva,-21.252552163600924,27.022962033748627,False
1990-04,1990,4,Primavera,Mediterrani central occidental,1981-1990,1.77,Positiva,16.69368662685156,62.55756855010986,False
1991-04,1991,4,Primavera,Mediterrani central occidental,1991-2000,1.48,Positiva,8.715949438512325,54.57983136177063,False
1992-03,1992,3,Primavera,Mediterrani central occidental,1991-2000,1.66,Positiva,6.506964969635007,54.78247916698456,False
1992-04,1992,4,Primavera,Mediterrani central occidental,1991-2000,1.32,Positiva,-3.0664011016488075,42.7974808216095,False
1992-05,1992,5,Primavera,Mediterrani central occidental,1991-2000,0.79,Positiva,-10.650085799023508,20.885412454605103,False
1993-03,1993,3,Primavera,Mediterrani central occidental,1991-2000,1.47,Positiva,-3.1220982789993315,45.15341591835022,False
1993-04,1993,4,Primavera,Mediterrani central occidental,1991-2000,0.83,Positiva,18.377856396138668,64.24173831939697,False
1994-03,1994,3,Primavera,Mediterrani central occidental,1991-2000,3.68,Positiva,-46.74582977294922,1.5296844244003296,False
1994-04,1994,4,Primavera,Mediterrani central occidental,1991-2000,1.38,Positiva,20.274070881307125,66.13795280456543,False
1995-03,1995,3,Primavera,Mediterrani central occidental,1991-2000,1.06,Positiva,-14.023255658149722,34.25225853919983,False
1997-03,1997,3,Primavera,Mediterrani central occidental,1991-2000,2.09,Positiva,-40.360167902708056,7.915346294641495,False
1998-03,1998,3,Primavera,Mediterrani central occidental,1991-2000,1.24,Positiva,-24.1044064283371,24.17110776901245,False
1999-05,1999,5,Primavera,Mediterrani central occidental,1991-2000,1.03,Positiva,3.4855622131377477,35.02106046676636,False
2000-03,2000,3,Primavera,Mediterrani central occidental,1991-2000,0.54,Positiva,-25.68656862974167,22.58894556760788,False
2001-04,2001,4,Primavera,Mediterrani central occidental,2001-2010,1.24,Positiva,-18.691144801676277,27.17273712158203,False
2002-04,2002,4,Primavera,Mediterrani central occidental,2001-2010,0.91,Positiva,12.89797105640173,58.761852979660034,False
2003-03,2003,3,Primavera,Mediterrani central occidental,2001-2010,1.08,Positiva,-30.991380643844607,17.284133553504944,False
2003-05,2003,5,Primavera,Mediterrani central occidental,2001-2010,1.17,Positiva,-14.883806816861032,16.651691436767578,False
2004-03,2004,3,Primavera,Mediterrani central occidental,2001-2010,1.07,Positiva,-5.5084263801574735,42.76708781719208,False
2004-04,2004,4,Primavera,Mediterrani central occidental,2001-2010,1.08,Positiva,31.00769915431738,76.87158107757568,False
2005-04,2005,4,Primavera,Mediterrani central occidental,2001-2010,0.71,Positiva,18.03261675685644,63.896498680114746,False
2006-04,2006,4,Primavera,Mediterrani central occidental,2001-2010,0.57,Positiva,-31.19970164448023,14.664180278778076,False
2007-03,2007,3,Primavera,Mediterrani central occidental,2001-2010,2.03,Positiva,20.70839636325836,68.98391056060791,False
2007-05,2007,5,Primavera,Mediterrani central occidental,2001-2010,0.62,Positiva,-3.370292298123239,28.16520595550537,False
2009-04,2009,4,Primavera,Mediterrani central occidental,2001-2010,1.74,Positiva,55.819470070302486,101.6833519935608,False
2009-05,2009,5,Primavera,Mediterrani central occidental,2001-2010,1.52,Positiva,-17.393202058598398,14.142296195030212,False
2011-04,2011,4,Primavera,Mediterrani central occidental,2011-2020,2.39,Positiva,-11.719286061823368,34.14459586143494,False
2011-05,2011,5,Primavera,Mediterrani central occidental,2011-2020,1.08,Positiva,-16.15236621312797,15.38313204050064,False
2012-03,2012,3,Primavera,Mediterrani central occidental,2011-2020,1.78,Positiva,-31.918894541263583,16.356619656085968,False
2013-05,2013,5,Primavera,Mediterrani central occidental,2011-2020,1.23,Positiva,21.38516081161797,52.92065906524658,False
2014-03,2014,3,Primavera,Mediterrani central occidental,2011-2020,1.64,Positiva,20.30807154178619,68.58358573913574,False
2014-04,2014,4,Primavera,Mediterrani central occidental,2011-2020,0.84,Positiva,-12.2693105712533,33.594571352005005,False
2015-03,2015,3,Primavera,Mediterrani central occidental,2011-2020,1.99,Positiva,20.265639948844907,68.54115414619446,False
2015-04,2015,4,Primavera,Mediterrani central occidental,2011-2020,1.03,Positiva,-30.14605126529932,15.717830657958984,False
2015-05,2015,5,Primavera,Mediterrani central occidental,2011-2020,2.09,Positiva,-21.690152875706552,9.845345377922058,False
2017-03,2017,3,Primavera,Mediterrani central occidental,2011-2020,1.05,Positiva,-25.58825941085816,22.687254786491398,False
2017-04,2017,4,Primavera,Mediterrani central occidental,2011-2020,1.5,Positiva,-25.690247632563118,20.17363429069519,False
2018-04,2018,4,Primavera,Mediterrani central occidental,2011-2020,2.37,Positiva,-9.90780434757471,35.956077575683594,False
2018-05,2018,5,Primavera,Mediterrani central occidental,2011-2020,2.01,Positiva,58.555620558932425,90.09111881256104,False
2019-03,2019,3,Primavera,Mediterrani central occidental,2011-2020,2.39,Positiva,-35.59627739787102,12.67923679947853,False
2019-04,2019,4,Primavera,Mediterrani central occidental,2011-2020,1.7,Positiva,6.815354011952877,52.67923593521118,False
2019-05,2019,5,Primavera,Mediterrani central occidental,2011-2020,2.05,Positiva,5.34752643890679,36.8830246925354,False
1981-07,1981,7,Estiu,Catalunya-Balears,1981-1990,1.74,Positiva,16.94241514094174,37.3753856420517,False
1981-08,1981,8,Estiu,Catalunya-Balears,1981-1990,1.01,Positiva,-2.835843817144632,28.79115879535675,False
1982-08,1982,8,Estiu,Catalunya-Balears,1981-1990,1.45,Positiva,29.88478277549148,61.51178538799286,False
1983-06,1983,6,Estiu,Catalunya-Balears,1981-1990,0.54,Positiva,4.953519769012928,34.22818422317505,False
1983-08,1983,8,Estiu,Catalunya-Balears,1981-1990,0.56,Positiva,34.841603621095416,66.4686062335968,False
1984-07,1984,7,Estiu,Catalunya-Balears,1981-1990,0.93,Positiva,-14.3363877158612,6.096582785248756,False
1984-08,1984,8,Estiu,Catalunya-Balears,1981-1990,1.0,Positiva,11.283835991472008,42.91083860397339,False
1985-07,1985,7,Estiu,Catalunya-Balears,1981-1990,1.09,Positiva,-4.1753511201590285,16.257619380950928,False
1985-08,1985,8,Estiu,Catalunya-Balears,1981-1990,2.33,Positiva,-9.163881019502876,22.463121592998505,False
1986-07,1986,7,Estiu,Catalunya-Balears,1981-1990,0.88,Positiva,5.597852789238097,26.030823290348053,False
1988-07,1988,7,Estiu,Catalunya-Balears,1981-1990,1.46,Positiva,-13.288425393030046,7.14454510807991,False
1988-08,1988,8,Estiu,Catalunya-Balears,1981-1990,0.73,Positiva,-15.873527244478463,15.75347536802292,False
1989-07,1989,7,Estiu,Catalunya-Balears,1981-1990,0.58,Positiva,-8.065145082399248,12.367825418710709,False
1989-08,1989,8,Estiu,Catalunya-Balears,1981-1990,1.76,Positiva,9.406140073388816,41.0331426858902,False
1990-07,1990,7,Estiu,Catalunya-Balears,1981-1990,1.43,Positiva,3.4447450865060105,23.877715587615967,False
1990-08,1990,8,Estiu,Catalunya-Balears,1981-1990,3.31,Positiva,0.0127898298203952,31.639792442321777,False
1991-08,1991,8,Estiu,Catalunya-Balears,1991-2000,2.71,Positiva,3.838011606782676,35.46501421928406,False
1992-07,1992,7,Estiu,Catalunya-Balears,1991-2000,1.04,Positiva,7.200720809772612,27.63369131088257,False
1992-08,1992,8,Estiu,Catalunya-Balears,1991-2000,3.97,Positiva,-8.829537288099527,22.797465324401852,False
1993-07,1993,7,Estiu,Catalunya-Balears,1991-2000,0.64,Positiva,-2.863452888652681,17.569517612457275,False
1993-08,1993,8,Estiu,Catalunya-Balears,1991-2000,0.75,Positiva,-9.13762457743287,22.489378035068512,False
1994-06,1994,6,Estiu,Catalunya-Balears,1991-2000,2.98,Positiva,-8.728378348052502,20.54628610610962,False
1996-06,1996,6,Estiu,Catalunya-Balears,1991-2000,1.43,Positiva,15.670314498245716,44.94497895240784,False
1996-07,1996,7,Estiu,Catalunya-Balears,1991-2000,1.47,Positiva,-7.187174744531511,13.245795756578444,False
1997-07,1997,7,Estiu,Catalunya-Balears,1991-2000,1.18,Positiva,3.996538721397521,24.42950922250748,False
1997-08,1997,8,Estiu,Catalunya-Balears,1991-2000,1.78,Positiva,2.4605665050446994,34.08756911754608,False
1998-08,1998,8,Estiu,Catalunya-Balears,1991-2000,1.8,Positiva,3.361877544969321,34.9888801574707,False
1999-06,1999,6,Estiu,Catalunya-Balears,1991-2000,1.39,Positiva,-7.155193023383617,22.119471430778503,False
2000-06,2000,6,Estiu,Catalunya-Balears,1991-2000,0.89,Positiva,25.417555041611195,54.69221949577332,False
2000-08,2000,8,Estiu,Catalunya-Balears,1991-2000,0.78,Positiva,-18.43994571343064,13.18705689907074,False
2001-08,2001,8,Estiu,Catalunya-Balears,2001-2010,1.64,Positiva,-16.709679440408944,14.917323172092438,False
2002-06,2002,6,Estiu,Catalunya-Balears,2001-2010,0.9,Positiva,8.50344843417406,37.77811288833618,False
2005-08,2005,8,Estiu,Catalunya-Balears,2001-2010,0.94,Positiva,-4.247716084867715,27.379286527633667,False
2006-07,2006,7,Estiu,Catalunya-Balears,2001-2010,0.83,Positiva,-5.155628271028398,15.277342230081558,False
2009-08,2009,8,Estiu,Catalunya-Balears,2001-2010,1.07,Positiva,-14.451152399927375,17.175850212574005,False
2013-06,2013,6,Estiu,Catalunya-Balears,2011-2020,1.4,Positiva,-9.069067172706127,20.205597281455997,False
2013-07,2013,7,Estiu,Catalunya-Balears,2011-2020,2.52,Positiva,-2.4491702090948806,17.983800292015076,False
2013-08,2013,8,Estiu,Catalunya-Balears,2011-2020,2.16,Positiva,7.195850237458945,38.82285284996033,False
2014-07,2014,7,Estiu,Catalunya-Balears,2011-2020,0.91,Positiva,12.73053076155484,33.163501262664795,False
2015-08,2015,8,Estiu,Catalunya-Balears,2011-2020,1.47,Positiva,12.591066821664572,44.21806943416596,False
2016-07,2016,7,Estiu,Catalunya-Balears,2011-2020,2.19,Positiva,-4.908615387603639,15.524355113506315,False
2016-08,2016,8,Estiu,Catalunya-Balears,2011-2020,2.14,Positiva,-15.497753397375345,16.129249215126038,False
2018-07,2018,7,Estiu,Catalunya-Balears,2011-2020,3.83,Positiva,2.3454334963113084,22.778403997421265,False
2018-08,2018,8,Estiu,Catalunya-Balears,2011-2020,1.26,Positiva,17.21995745524764,48.84696006774902,False
1981-07,1981,7,Estiu,Golf del Lleó,1981-1990,1.74,Positiva,22.606334871053697,69.63847756385803,False
1981-08,1981,8,Estiu,Golf del Lleó,1981-1990,1.01,Positiva,-24.57104516476393,30.888804614543915,False
1982-08,1982,8,Estiu,Golf del Lleó,1981-1990,1.45,Positiva,12.758000905811784,68.21785068511963,False
1983-06,1983,6,Estiu,Golf del Lleó,1981-1990,0.54,Positiva,5.06027939915657,68.99667263031006,False
1983-08,1983,8,Estiu,Golf del Lleó,1981-1990,0.56,Positiva,58.46786862164736,113.9277184009552,False
1984-07,1984,7,Estiu,Golf del Lleó,1981-1990,0.93,Positiva,-27.524659448862074,19.50748324394226,False
1984-08,1984,8,Estiu,Golf del Lleó,1981-1990,1.0,Positiva,28.604881580173966,84.06473135948181,False
1985-07,1985,7,Estiu,Golf del Lleó,1981-1990,1.09,Positiva,-6.810843282938002,40.22129940986633,False
1985-08,1985,8,Estiu,Golf del Lleó,1981-1990,2.33,Positiva,-2.903358881175521,52.55649089813232,False
1986-07,1986,7,Estiu,Golf del Lleó,1981-1990,0.88,Positiva,-6.53178589940071,40.500356793403625,False
1988-07,1988,7,Estiu,Golf del Lleó,1981-1990,1.46,Positiva,-2.4103559792041764,44.62178671360016,False
1988-08,1988,8,Estiu,Golf del Lleó,1981-1990,0.73,Positiva,-7.615756456553939,47.84409332275391,False
1989-07,1989,7,Estiu,Golf del Lleó,1981-1990,0.58,Positiva,-19.88747345805168,27.14466923475265,False
1989-08,1989,8,Estiu,Golf del Lleó,1981-1990,1.76,Positiva,-26.25446743220091,29.205382347106934,False
1990-07,1990,7,Estiu,Golf del Lleó,1981-1990,1.43,Positiva,-15.390317732095715,31.641824960708615,False
1990-08,1990,8,Estiu,Golf del Lleó,1981-1990,3.31,Positiva,1.5468659952282875,57.00671577453613,False
1991-08,1991,8,Estiu,Golf del Lleó,1991-2000,2.71,Positiva,-18.838151519000533,36.62169826030731,False
1992-07,1992,7,Estiu,Golf del Lleó,1991-2000,1.04,Positiva,14.781756228208543,61.81389892101288,False
1992-08,1992,8,Estiu,Golf del Lleó,1991-2000,3.97,Positiva,2.3436834171414347,57.80353319644928,False
1993-07,1993,7,Estiu,Golf del Lleó,1991-2000,0.64,Positiva,7.614774888753892,54.64691758155823,False
1993-08,1993,8,Estiu,Golf del Lleó,1991-2000,0.75,Positiva,-11.947729413211349,43.5121203660965,False
1994-06,1994,6,Estiu,Golf del Lleó,1991-2000,2.98,Positiva,-4.992053478956223,58.94433975219727,False
1996-06,1996,6,Estiu,Golf del Lleó,1991-2000,1.43,Positiva,-0.4949474036693573,63.44144582748413,False
1996-07,1996,7,Estiu,Golf del Lleó,1991-2000,1.47,Positiva,13.012618964910509,60.04476165771485,False
1997-07,1997,7,Estiu,Golf del Lleó,1991-2000,1.18,Positiva,8.391263431310655,55.42340612411499,False
1997-08,1997,8,Estiu,Golf del Lleó,1991-2000,1.78,Positiva,20.07920604497194,75.53905582427979,False
1998-08,1998,8,Estiu,Golf del Lleó,1991-2000,1.8,Positiva,-10.561507527530196,44.89834225177765,False
1999-06,1999,6,Estiu,Golf del Lleó,1991-2000,1.39,Positiva,-20.891469687223434,43.04492354393005,False
2000-06,2000,6,Estiu,Golf del Lleó,1991-2000,0.89,Positiva,10.105063945055008,74.0414571762085,False
2000-08,2000,8,Estiu,Golf del Lleó,1991-2000,0.78,Positiva,0.7728866890072794,56.232736468315125,False
2001-08,2001,8,Estiu,Golf del Lleó,2001-2010,1.64,Positiva,-16.184905712306502,39.27494406700134,False
2002-06,2002,6,Estiu,Golf del Lleó,2001-2010,0.9,Positiva,25.712022811174396,89.64841604232788,False
2005-08,2005,8,Estiu,Golf del Lleó,2001-2010,0.94,Positiva,-19.36435574740172,36.09549403190613,False
